Rating,Title,Review,Review_Date
5.0,Godd Product,"This is a Good Product. Value for Money. Handy, Best Sound Quality.Buts removing from Box is little Problematic. But In this value this is acceptable.Amazon Delivery is Ok. Packing is not Good. Internal Box which is packed by Suppliers is not good. Packing must be perfect. Original BOAT Box is good. But seller ignore Packing system.",27 July 2022
5.0,Very good product,FantasticBut not callOf phone contacts,13 September 2022
2.0,Mic not clear sound,"The media could not be loaded.
                



 All is good  but mic is not clear pls help to service sir",29 October 2022
1.0,Dont go for this earbud....Though other boat headphones are good,I didnot felt any pros in this earbud ....Below are the Cons 👇1. Sound Quality Is very bad2. Noise Cancellation is below average3. On calls 📞 the other person cannot hear clear voice of ours so obviously the mic is not good4. Battery 🔋 Drains Fast5. Takes nearly 2-2.5 hrs for charging from 31%to 81% very slow charging though my charger is of 33 w a i tried with 60 w charger also but same condition6.Does not have a touch sensor7. Has a micro Usb port for chargingShould have C type.chargingOver all review dont go for this buds...,9 October 2022
4.0,Battery capacity to hard and sound also is good,Mic is so bad  but fine andther collection also fine,26 April 2022
4.0,Good product,Only problem is that it doesn't fit in ear properly.,27 April 2022
4.0,👌Super☺️☺️,,16 May 2022
5.0,GOOD,GOOD,21 September 2022
4.0,Nice product,Sound quality is good..,15 May 2022
5.0,Excellent product,Easy accessibility,18 September 2022
4.0,good prodocat...👌 👌,,17 May 2022
2.0,Good,I dislike the product due bad calling quality and charging problem.,1 October 2022
3.0,Speaker not working,One speaker not working,19 June 2022
3.0,Itz discusting product,Itz really horrible product... sometimes it doesn't work,18 June 2022
4.0,Jaldi hi kharab ho Gaya hai kaam nahi kar raha he,"The media could not be loaded.
                



 Left ka kaam nahi kar raha he Charge  v nahi ho raha he",2 May 2022
4.0,Nice product,Sound clearence is Gud,13 May 2022
4.0,Good quality but not clear voice over call.,Sound is good.. But getting distortion while having call,7 May 2022
5.0,Enjoy the music everytime,"The media could not be loaded.
                



 Brilliant quality and awesome sound.",25 September 2022
3.0,Calling Quality is very bad,The bass quality is OK not very good as I aspected.But when u use for calling the sound not clear .Rest look is good n lighter in weight,19 May 2022
4.0,Nice earbuds,"Sound quality is good,i loved the Colour the only problem is that it didn't get fit in my ear",16 April 2022
3.0,Nice,The media could not be loaded.,22 June 2022
4.0,Good,This best product of Amazon,8 May 2022
5.0,Mast hai,Best,17 September 2022
4.0,Budget friendly Solid product,"Positive:1.very tough built. Mine has been fallen 3/4 times,still no problem.2.phone audio is clear.3.finishing is good.4.battery backup is good.Negative:1. Bass is not upto the mark in this price range.2.noise cancellation-not good",18 March 2022
5.0,Don't send pickup,"Sorry don't send pickup , product is good",11 September 2022
5.0,Worthy,Yes nice,16 September 2022
2.0,Expected much more quality,Not that great but cute product.,9 October 2022
4.0,Good product.. value for money,,20 May 2022
5.0,Best product 🤌🏻✨,,16 September 2022
3.0,I bought product is good..,Good 👍 product,19 June 2022
3.0,Not good for calls,"You can get this product for music purposes. But if you are getting this mainly for calls, then this is not worth it. The recipients at the other end if your call always says the voice is not clear and gets some sort of echo.",20 April 2022
5.0,Good product,Good product,15 September 2022
2.0,Boat this product sound is very low even this brand earphones and nackband are awsome than this,"The media could not be loaded.
                



 I thought boat this product quality is awsome but this product quality is very low than others",24 October 2022
4.0,Good,Not bad,21 May 2022
5.0,Noise  cancellation,Very nice 👍,14 September 2022
5.0,Good quality.,Liked the bass and quality of sound,10 September 2022
4.0,Price worthy,Everything is perfect,16 May 2022
3.0,Not working with laptop,These earbuds are not working with laptop...Tried to connect it from 3 days,10 June 2022
5.0,Better product,I like it this productIt's osm,11 September 2022
3.0,"Ok, the product is work.",Money 💰 vice ok. Coverage area within 10 feet only. Fitting in ear 👂 is not satisfied. Sound effect ☺️ naramal. Noice cancellation not work well.,21 May 2022
2.0,ok,ok,20 October 2022
4.0,"Not suitable for phone calls, music quality and battery backup is good.",Overall good product for this price range. Mic quality sucks.,26 April 2022
2.0,It's worst boat product i have ever used...,"It's worst boat product i have ever used.. sound breaks ,no noise cancellation,also on calls voice  problem, disconnect automatically",15 September 2022
1.0,Worst service from Boat,After three months of use the case was not charging so I claimed warranty from Boat website. They got my product and then replaced it with some mivi product and now claiming I have sent a duplicate product. Worst experience ever. They don't even reply to mail and there customer service is mainly bots so I can't really describe or claim my problem there.,26 October 2022
3.0,Product is not good for talk,Voice does not go well while talking.thi is not good for talk,13 June 2022
5.0,Awesome,Awesome,16 September 2022
3.0,Average,"Call quality is not perfect, and noise cancellation is very poor",12 June 2022
5.0,Nice product,,16 September 2022
4.0,Best Quality in boat,Like,22 May 2022
3.0,Expected Quality of product is not up to the mark...,Expected Quality of product is not up to the mark...  and sound clarity was also not satisfied..,31 May 2022
4.0,It's showing the charge n sound quality is good,It's good 👍,16 May 2022
5.0,Handle the box with care,Amazing product,16 September 2022
1.0,Stopped working just after 1 month,I had used this product for less than 25 days and one side dope had stopped working...I don't know who I am supposed to contact regarding the product. Waste of money and time. After researching I found that I need to visit the service center for the product but there is no service centre near my location.,30 October 2022
1.0,BoAt fan says Strictly avoid,"I've been a die hard fan of BoAt products for years but this one disappointed on multiple fronts.1) None of the provided buds gave a comfortable fit and we're distinctly uneasy to wear after half an hour.2) The Mic quality is extremely bad and even when sitting in a quiet room, the other party on a call cannot hear me clearly plus sound echoes.3) Zero noise cancellation... Forget it.I got suckered into buying it looking at the number of reviews and ratings but realised later that they are surely manipulated otherwise this product should not get a rating above 1.",16 October 2022
5.0,Awesome backup,,15 September 2022
1.0,Meri raam khta  🥺😂❤️,Dekhoo bhyii bilkul true sa review hi deri huuu ...Mne baut tamana see yehh earpods liyee the lekin jbh ayee too bilkul perfect condition mei ayeee sbhh kuch tha mtlb accessories and all jo hoti h sbhh tha warranty card and all and earpods bhi bilkul perfect thee Bina kisi ched chad ke ayee thee the lekin problem abhh suru huii ki mnee jbh connect krana chaha too huaa nhii bhaii yehh connect to user manual pr likha thaa ki phele issue hongee thodi der mei connect ho jayega lekin meii half an hour thk lgi rhi koiii connect nhi huaa ! BSS Earpods ke button ko touch krke tu tu ki avaj Ari thiii 🥺😂..And then surely mne jbh in earpods ko kaano mei dala too saante ke aalva kuch nhi thaa mere kaan mei yeh earpods dhng mei bethe hii nhiii ...!! Br br nicklre there koii fyda nhi thaa sbh armaan Todd diyee bhaii mne is wkt hii ...Meii tum logo ko voice quality kya hi btau jbh mere Earpods chle hi nhii aur issue sbse bda yeh ki mere kaan meii nhii ayee nicklre the.. Aur agr in earpods ko mei college pehnkr chli jti to shyd gir bhi jaane the aur mmy 10 lappad bhi maarti 🤣🤣.....Bsss itnaa hi kehnaa thaa,29 July 2022
